#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-29T18:43:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c509eb057ec	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-order=I
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000|_DEJ2000|RAJ2000|DEJ2000|Vmag|B-V
110.242500|-14.360000|07 20 58.2|-14 21 36| 5.45| 0.98
113.665417|+80.896667|07 34 39.7|+80 53 48| 6.41|
110.320417| -8.878333|07 21 16.9|-08 52 42| 6.55| 0.54
110.221667|-22.851667|07 20 53.2|-22 51 06| 6.61|-0.15
110.229167|-26.963611|07 20 55.0|-26 57 49| 6.01|-0.17
110.514583| +0.177222|07 22 03.5|+00 10 38| 5.99|-0.07
110.267917|-25.891389|07 21 04.3|-25 53 29| 5.87| 1.64
109.207500|-67.957222|07 16 49.8|-67 57 26| 3.98| 0.79
111.238333|+51.887222|07 24 57.2|+51 53 14| 5.80| 1.61
111.035417|+40.672222|07 24 08.5|+40 40 20| 5.19| 1.23
110.508333| -8.979167|07 22 02.0|-08 58 45| 6.43|-0.19
110.577083| -2.978889|07 22 18.5|-02 58 44| 6.23| 0.68
110.868750|+25.050556|07 23 28.5|+25 03 02| 5.03| 0.90
111.857500|+66.331667|07 27 25.8|+66 19 54| 6.47|-0.09
110.867500|+22.945278|07 23 28.2|+22 56 43| 6.02|-0.01
110.605833| -5.982778|07 22 25.4|-05 58 58| 5.82| 0.35
110.556250|-19.016667|07 22 13.5|-19 01 00| 4.96|-0.04
110.089167|-52.311667|07 20 21.4|-52 18 42| 6.05| 0.42
110.090417|-52.309722|07 20 21.7|-52 18 35| 6.60| 0.59
110.161250|-52.086111|07 20 38.7|-52 05 10| 5.39|-0.07
111.139167|+27.638056|07 24 33.4|+27 38 17| 5.76| 0.34
111.115417|+15.517222|07 24 27.7|+15 31 02| 6.41|-0.18
111.678333|+49.211389|07 26 42.8|+49 12 41| 4.64|-0.02
110.752500|-31.923889|07 23 00.6|-31 55 26| 5.43|-0.15
111.242500|+11.669722|07 24 58.2|+11 40 11| 5.30| 0.10
111.431667|+27.798056|07 25 43.6|+27 47 53| 3.79| 1.03
110.871250|-27.834167|07 23 29.1|-27 50 03| 5.38| 1.53
110.882917|-32.202222|07 23 31.9|-32 12 08| 5.39|-0.18
110.976250|-30.216944|07 23 54.3|-30 13 01| 6.60|-0.20
111.167083|-16.201111|07 24 40.1|-16 12 04| 5.33|-0.05
111.071667|-22.912778|07 24 17.2|-22 54 46| 6.19|-0.09
111.023750|-29.303056|07 24 05.7|-29 18 11| 2.45|-0.08
111.412083| +9.276111|07 25 38.9|+09 16 34| 4.99| 1.01
110.992917|-35.837778|07 23 58.3|-35 50 16| 6.31|-0.15
112.719583|+68.465556|07 30 52.7|+68 27 56| 5.64| 1.11
111.211250|-19.012222|07 24 50.7|-19 00 44| 6.24| 0.29
111.284583|-13.751944|07 25 08.3|-13 45 07| 5.78| 0.42
111.462500| -5.775000|07 25 51.0|-05 46 30| 5.97| 0.92
111.182500|-31.808889|07 24 43.8|-31 48 32| 5.35| 1.07
111.709167|+21.535833|07 26 50.2|+21 32 09| 6.54| 0.46
111.616250|+10.608333|07 26 27.9|+10 36 30| 6.37| 0.09
111.734583|+20.257222|07 26 56.3|+20 15 26| 5.93| 0.30
111.514583| -4.537500|07 26 03.5|-04 32 15| 6.76|-0.01
111.332917|-21.982778|07 25 19.9|-21 58 58| 6.05| 0.23
111.672083|+11.009167|07 26 41.3|+11 00 33| 6.41|-0.13
111.355417|-25.217778|07 25 25.3|-25 13 04| 5.78|-0.10
111.196667|-37.290000|07 24 47.2|-37 17 24| 6.97| 0.22
111.197083|-37.290833|07 24 47.3|-37 17 27| 6.84| 0.27
112.215000|+48.183889|07 28 51.6|+48 11 02| 5.72|-0.10
111.787500| +8.289444|07 27 09.0|+08 17 22| 2.90|-0.09
111.935000|+21.445000|07 27 44.4|+21 26 42| 5.22| 0.39
111.429167|-31.738611|07 25 43.0|-31 44 19| 6.31|-0.17
101.744583|-87.025000|06 46 58.7|-87 01 30| 6.47| 0.42
112.483333|+49.672500|07 29 56.0|+49 40 21| 5.36| 0.45
111.669583|-23.712222|07 26 40.7|-23 42 44| 6.56| 0.01
112.008750| +6.941944|07 28 02.1|+06 56 31| 5.25| 0.22
112.277917|+31.784444|07 29 06.7|+31 47 04| 4.18| 0.32
111.783333|-17.864444|07 27 08.0|-17 51 52| 5.63| 0.32
112.040833| +8.925556|07 28 09.8|+08 55 32| 4.32| 1.43
111.747500|-23.086111|07 26 59.4|-23 05 10| 5.61|-0.13
111.676250|-34.140833|07 26 42.3|-34 08 27| 5.90|-0.17
112.335000|+28.118056|07 29 20.4|+28 07 05| 5.05| 0.11
112.197083|+15.109444|07 28 47.3|+15 06 34| 6.22|-0.05
111.965417|-11.556944|07 27 51.7|-11 33 25| 5.79| 0.58
111.928750|-22.859722|07 27 42.9|-22 51 35| 5.95|-0.09
112.452917|+27.916111|07 29 48.7|+27 54 58| 5.01| 1.11
111.591250|-51.018333|07 26 21.9|-51 01 06| 5.10| 1.06
111.996667|-29.155833|07 27 59.2|-29 09 21| 5.54|-0.08
112.449167|+12.006667|07 29 47.8|+12 00 24| 4.54| 1.28
112.327917| -1.905278|07 29 18.7|-01 54 19| 5.59| 1.50
112.357083| -7.551111|07 29 25.7|-07 33 04| 5.86| 0.48
112.342083|-10.326667|07 29 22.1|-10 19 36| 5.75| 1.62
112.341250|-14.999167|07 29 21.9|-14 59 57| 6.05| 0.47
112.095000|-37.810278|07 28 22.8|-37 48 37| 6.58| 0.06
112.213750|-31.848333|07 28 51.3|-31 50 54| 6.38|-0.17
112.214583|-31.846944|07 28 51.5|-31 50 49| 7.13|-0.15
112.982083|+38.896389|07 31 55.7|+38 53 47| 6.54| 0.07
112.270417|-31.456389|07 29 04.9|-31 27 23| 5.77|-0.19
112.464167|-23.024444|07 29 51.4|-23 01 28| 4.85| 0.23
112.273750|-38.812222|07 29 05.7|-38 48 44| 5.43|-0.16
112.712917| -5.226389|07 30 51.1|-05 13 35| 6.24| 1.18
112.951667|+17.086111|07 31 48.4|+17 05 10| 5.42| 1.13
112.307500|-43.301389|07 29 13.8|-43 18 05| 3.25| 1.51
113.210833|+22.887778|07 32 50.6|+22 53 16| 6.54| 1.01
113.024583| +1.914444|07 32 05.9|+01 54 52| 5.25| 0.22
112.677083|-30.962222|07 30 42.5|-30 57 44| 4.65| 0.93
112.676667|-37.339722|07 30 42.4|-37 20 23| 6.65| 0.63
113.024167| -8.880833|07 32 05.8|-08 52 51| 5.90| 0.54
112.498333|-52.651111|07 29 59.6|-52 39 04| 5.87| 1.01
112.857500|-36.152778|07 31 25.8|-36 09 10| 6.68|-0.12
113.402083|+15.826667|07 33 36.5|+15 49 36| 5.25| 0.05
113.298333| +3.290278|07 33 11.6|+03 17 25| 5.59| 0.31
112.213750|-64.510000|07 28 51.3|-64 30 36| 6.39| 1.56
112.928333|-35.887778|07 31 42.8|-35 53 16| 6.61|-0.08
113.650000|+31.888611|07 34 36.0|+31 53 19| 2.88| 0.04
113.650000|+31.888333|07 34 36.0|+31 53 18| 1.98| 0.03
112.628750|-54.399444|07 30 30.9|-54 23 58| 5.96| 1.56
113.521250|+10.568333|07 34 05.1|+10 34 06| 6.28|-0.01
114.195833|+55.755278|07 36 47.0|+55 45 19| 5.92| 1.12
113.092917|-35.961389|07 32 22.3|-35 57 41| 6.30|-0.10
113.786250|+30.961111|07 35 08.7|+30 57 40| 5.33| 1.01
113.342083|-14.338333|07 33 22.1|-14 20 18| 6.21|-0.04
113.983333|+43.031111|07 35 56.0|+43 01 52| 6.30|
113.331250|-19.412500|07 33 19.5|-19 24 45| 5.66| 1.12
113.290417|-24.710833|07 33 09.7|-24 42 39| 5.85| 0.17
113.565833| +3.371389|07 34 15.8|+03 22 17| 5.81|-0.02
113.449583|-14.523889|07 33 47.9|-14 31 26| 4.97| 1.41
114.131667|+46.180278|07 36 31.6|+46 10 49| 5.65| 1.56
113.691667| +2.725000|07 34 46.0|+02 43 30| 6.55| 0.22
113.980417|+26.895833|07 35 55.3|+26 53 45| 4.06| 1.54
113.513333|-22.296111|07 34 03.2|-22 17 46| 4.45| 0.51
113.306250|-40.058889|07 33 13.5|-40 03 32| 6.26|-0.12
113.305417|-43.086389|07 33 13.3|-43 05 11| 6.52| 0.92
113.577500|-23.473611|07 34 18.6|-23 28 25| 5.83| 0.44
113.579583|-23.474722|07 34 19.1|-23 28 29| 5.87|
113.462500|-36.338333|07 33 51.0|-36 20 18| 5.54|-0.06
113.620000|-26.116667|07 34 28.8|-26 07 00| 6.65|-0.01
113.553333|-33.463333|07 34 12.8|-33 27 48| 6.11| 0.29
114.474583|+48.773611|07 37 53.9|+48 46 25| 5.92| 0.22
114.324167|+40.025278|07 37 17.8|+40 01 31| 6.38|
113.645417|-27.011944|07 34 34.9|-27 00 43| 5.77| 1.06
113.493750|-39.905833|07 33 58.5|-39 54 21| 6.76| 1.13
114.144583| +5.861667|07 36 34.7|+05 51 42| 5.91| 0.60
111.408333|-79.094167|07 25 38.0|-79 05 39| 5.53| 1.28
114.069167| -8.311389|07 36 16.6|-08 18 41| 6.27| 1.54
114.016250|-14.492778|07 36 03.9|-14 29 34| 5.70|-0.12
113.845000|-28.369444|07 35 22.8|-28 22 10| 4.64|-0.11
114.032500|-22.160556|07 36 07.8|-22 09 38| 6.34| 0.99
114.636667|+35.048611|07 38 32.8|+35 02 55| 5.56| 0.93
113.664583|-51.474722|07 34 39.5|-51 28 29| 6.28| 0.08
114.560417|+24.360278|07 38 14.5|+24 21 37| 6.27|
114.319583| -4.111111|07 37 16.7|-04 06 40| 5.13| 0.44
114.170833|-19.702222|07 36 41.0|-19 42 08| 5.74|-0.19
115.206250|+57.082778|07 40 49.5|+57 04 58| 6.06| 1.46
114.791250|+34.584167|07 39 09.9|+34 35 03| 4.90| 0.40
114.799583|+24.222500|07 39 11.9|+24 13 21| 6.17| 0.01
114.412083|-14.441111|07 37 38.9|-14 26 28| 6.53|-0.01
114.320000|-23.775000|07 37 16.8|-23 46 30| 6.37| 0.54
113.915417|-52.533889|07 35 39.7|-52 32 02| 4.94| 1.40
115.060833|+38.344444|07 40 14.6|+38 20 40| 5.73| 1.63
114.975417|+32.009722|07 39 54.1|+32 00 35| 6.17| 0.35
114.342083|-34.968611|07 37 22.1|-34 58 07| 4.53|-0.09
114.869167|+17.674722|07 39 28.6|+17 40 29| 5.05| 1.56
115.301667|+48.131667|07 41 12.4|+48 07 54| 5.56| 1.01
114.182917|-48.830278|07 36 43.9|-48 49 49| 5.72|-0.06
114.007083|-55.887500|07 36 01.7|-55 53 15| 6.39| 1.18
114.436667|-35.277222|07 37 44.8|-35 16 38| 6.60| 1.14
114.825417| +5.225000|07 39 18.1|+05 13 30| 0.38| 0.42
114.575000|-25.364722|07 38 18.0|-25 21 53| 4.70|-0.11
114.438333|-38.010556|07 37 45.2|-38 00 38| 6.38| 1.48
115.751667|+58.710278|07 43 00.4|+58 42 37| 4.99| 0.08
114.779583|-18.679167|07 39 07.1|-18 40 45| 6.72|-0.10
114.705417|-26.801667|07 38 49.3|-26 48 06| 4.50|-0.17
114.707500|-26.803611|07 38 49.8|-26 48 13| 4.62|
115.029167| +5.230833|07 40 07.0|+05 13 51| 6.02|-0.04
115.243750|+23.018611|07 40 58.5|+23 01 07| 5.89| 1.58
114.600833|-39.991389|07 38 24.2|-39 59 29| 6.59|-0.05
115.197083|+13.770833|07 40 47.3|+13 46 15| 6.24|
114.682917|-36.496944|07 38 43.9|-36 29 49| 5.80|-0.16
114.635833|-38.781111|07 38 32.6|-38 46 52| 6.19| 1.02
114.862083|-26.863056|07 39 26.9|-26 51 47| 6.50|-0.10
114.575833|-48.601111|07 38 18.2|-48 36 04| 5.68| 0.65
115.147917| -8.185833|07 40 35.5|-08 11 09| 6.01| 0.15
115.096667|-15.263611|07 40 23.2|-15 15 49| 4.94| 1.56
115.056667|-19.660833|07 40 13.6|-19 39 39| 5.93| 1.16
114.864167|-38.308333|07 39 27.4|-38 18 30| 4.84|-0.19
115.681250|+34.000278|07 42 43.5|+34 00 01| 6.02|
114.932500|-38.139444|07 39 43.8|-38 08 22| 5.73|-0.12
114.949167|-38.260833|07 39 47.8|-38 15 39| 5.76|-0.07
115.465833|+13.480556|07 41 51.8|+13 28 50| 5.77| 1.67
115.396667| +3.624722|07 41 35.2|+03 37 29| 5.94|-0.04
115.513333|+14.208333|07 42 03.2|+14 12 30| 5.56| 1.64
114.991667|-37.579444|07 39 58.0|-37 34 46| 6.00|-0.04
116.017500|+50.433889|07 44 04.2|+50 26 02| 5.27| 0.00
115.311667| -9.551111|07 41 14.8|-09 33 04| 3.93| 1.02
114.751667|-53.273333|07 39 00.4|-53 16 24| 6.06|-0.11
115.180833|-27.945833|07 40 43.4|-27 56 45| 6.76|-0.16
115.827917|+28.883611|07 43 18.7|+28 53 01| 4.28| 1.12
115.219583|-31.660833|07 40 52.7|-31 39 39| 6.56| 1.18
116.667083|+65.455833|07 46 40.1|+65 27 21| 5.92| 1.18
115.348333|-22.337222|07 41 23.6|-22 20 14| 6.18| 1.62
116.614167|+62.830556|07 46 27.4|+62 49 50| 6.49| 0.26
115.842500|+22.399444|07 43 22.2|+22 23 58| 6.21| 0.93
113.840417|-74.275556|07 35 21.7|-74 16 32| 7.16|-0.02
113.840833|-74.275556|07 35 21.8|-74 16 32| 7.26|
115.315833|-38.533611|07 41 15.8|-38 32 01| 5.42|-0.15
115.772500| +0.189444|07 43 05.4|+00 11 22| 6.19| 1.02
116.028750|+25.784167|07 44 06.9|+25 47 03| 5.31| 1.54
115.340833|-44.632222|07 41 21.8|-44 37 56| 6.41| 0.00
116.111667|+24.398056|07 44 26.8|+24 23 53| 3.57| 0.93
115.491667|-38.528889|07 41 58.0|-38 31 44| 6.54|-0.09
116.058333|+12.859444|07 44 14.0|+12 51 34| 6.43|
115.700417|-26.351111|07 42 48.1|-26 21 04| 5.64| 0.99
116.030833| +2.405000|07 44 07.4|+02 24 18| 6.47| 0.20
116.328750|+28.026111|07 45 18.9|+28 01 34| 1.14| 1.00
116.288750|+20.316389|07 45 09.3|+20 18 59| 6.33| 0.00
115.912917|-25.503889|07 43 39.1|-25 30 14| 6.55| 0.06
115.885000|-28.411111|07 43 32.4|-28 24 40| 4.59| 1.63
115.800000|-36.050278|07 43 12.0|-36 03 01| 5.60|-0.13
115.779167|-38.864167|07 43 07.0|-38 51 51| 6.89| 1.02
115.952083|-28.954722|07 43 48.5|-28 57 17| 3.96| 0.18
119.072083|+80.265556|07 56 17.3|+80 15 56| 6.56| 0.73
115.738333|-45.173333|07 42 57.2|-45 10 24| 5.06| 0.78
116.663750|+37.517500|07 46 39.3|+37 31 03| 5.18| 1.58
114.017500|-77.634167|07 36 04.2|-77 38 03| 6.18| 1.73
115.928750|-38.201944|07 43 42.9|-38 12 07| 6.40|-0.16
115.924583|-40.933889|07 43 41.9|-40 56 02| 5.17| 1.10
116.530833|+18.510000|07 46 07.4|+18 30 36| 4.88| 1.45
116.141667|-24.673889|07 44 34.0|-24 40 26| 5.62|-0.19
115.778750|-49.992778|07 43 06.9|-49 59 34| 6.57| 0.07
115.542500|-58.630833|07 42 10.2|-58 37 51| 6.43|-0.10
116.040000|-36.062778|07 44 09.6|-36 03 46| 5.80| 0.31
116.567500|+10.768333|07 46 16.2|+10 46 06| 5.30| 0.01
116.369583|-14.686111|07 45 28.7|-14 41 10| 6.89|
116.371250|-14.690833|07 45 29.1|-14 41 27| 6.07| 0.11
116.142500|-37.943056|07 44 34.2|-37 56 35| 5.88|-0.11
115.722083|-58.230000|07 42 53.3|-58 13 48| 6.21| 1.05
116.876250|+33.415556|07 47 30.3|+33 24 56| 5.14| 1.60
116.509167| -6.772500|07 46 02.2|-06 46 21| 5.49| 1.38
116.487083|-14.563889|07 45 56.9|-14 33 50| 5.04| 0.33
116.269167|-37.887778|07 45 04.6|-37 53 16| 6.54|-0.10
116.313750|-37.968611|07 45 15.3|-37 58 07| 3.61| 1.73
116.395833|-34.173056|07 45 35.0|-34 10 23| 5.37| 0.60
116.687083|-12.675278|07 46 44.9|-12 40 31| 6.39|-0.02
116.325417|-43.752222|07 45 18.1|-43 45 08| 6.03|-0.07
117.140000|+23.141111|07 48 33.6|+23 08 28| 6.18|
116.543333|-37.933889|07 46 10.4|-37 56 02| 5.88|-0.11
116.802083|-22.519722|07 47 12.5|-22 31 11| 5.90|-0.19
115.455000|-72.606111|07 41 49.2|-72 36 22| 3.95| 1.04
116.639167|-40.059722|07 46 33.4|-40 03 35| 6.57|-0.13
116.910417|-15.990833|07 47 38.5|-15 59 27| 6.34| 1.78
116.938333|-16.014444|07 47 45.2|-16 00 52| 6.43| 1.70
117.773750|+54.129167|07 51 05.7|+54 07 45| 6.02| 0.46
116.986250|-12.193056|07 47 56.7|-12 11 35| 5.48| 0.48
117.258333|+13.370833|07 49 02.0|+13 22 15| 6.04| 1.38
116.398333|-56.722500|07 45 35.6|-56 43 21| 6.12| 0.39
116.774167|-39.331389|07 47 05.8|-39 19 53| 6.31|-0.17
117.245417| +4.332778|07 48 58.9|+04 19 58| 6.53| 0.78
117.021667|-25.937222|07 48 05.2|-25 56 14| 4.50|-0.05
116.854167|-38.511111|07 47 25.0|-38 30 40| 5.08|-0.10
116.182917|-66.071944|07 44 43.9|-66 04 19| 6.38| 0.95
116.881250|-46.608611|07 47 31.5|-46 36 31| 5.23|-0.14
116.054167|-69.821389|07 44 13.0|-69 49 17| 6.18|-0.06
118.152500|+55.209444|07 52 36.6|+55 12 34| 6.38|
117.759583|+33.233611|07 51 02.3|+33 14 01| 6.03| 0.15
117.035417|-40.652222|07 48 08.5|-40 39 08| 6.14| 1.58
117.369167|-13.353333|07 49 28.6|-13 21 12| 6.23|-0.09
117.257083|-24.912222|07 49 01.7|-24 54 44| 5.33| 0.76
117.421667|-17.228333|07 49 41.2|-17 13 42| 5.18| 1.28
117.323750|-24.859722|07 49 17.7|-24 51 35| 3.34| 1.24
117.084583|-47.077778|07 48 20.3|-47 04 40| 4.71| 1.06
117.544167| -9.183333|07 50 10.6|-09 11 00| 5.61| 1.44
117.438333|-20.206944|07 49 45.2|-20 12 25| 6.56| 0.58
117.311250|-35.243333|07 49 14.7|-35 14 36| 5.93|-0.05
117.697500| +3.277222|07 50 47.4|+03 16 38| 6.18| 1.12
117.523750|-19.523611|07 50 05.7|-19 31 25| 6.12| 1.26
117.397500|-33.288889|07 49 35.4|-33 17 20| 5.60| 1.61
117.986250|+19.325278|07 51 56.7|+19 19 31| 5.99| 1.13
117.730000|-11.128611|07 50 55.2|-11 07 43| 6.16| 1.13
117.309583|-46.373333|07 49 14.3|-46 22 24| 4.11|-0.18
117.080000|-56.471111|07 48 19.2|-56 28 16| 6.33| 1.01
117.367500|-44.751944|07 49 28.2|-44 45 07| 6.32| 0.96
117.303750|-46.857778|07 49 12.9|-46 51 28| 5.84|-0.14
117.925000| +1.766944|07 51 42.0|+01 46 01| 5.14|-0.12
117.750000|-24.528333|07 51 00.0|-24 31 42| 6.45|-0.01
118.030000| +3.277222|07 52 07.2|+03 16 38| 6.31| 1.59
117.277917|-56.410556|07 49 06.7|-56 24 38| 5.59| 1.13
117.920417|-12.819444|07 51 40.9|-12 49 10| 6.36| 0.39
117.942917|-13.898056|07 51 46.3|-13 53 53| 5.17| 0.60
118.622083|+47.386111|07 54 29.3|+47 23 10| 6.25| 1.15
118.677917|+47.564722|07 54 42.7|+47 33 53| 5.45| 1.46
118.374167|+26.765833|07 53 29.8|+26 45 57| 4.97| 0.09
117.928750|-21.173889|07 51 42.9|-21 10 26| 5.63| 0.96
117.676667|-44.579722|07 50 42.4|-44 34 47| 6.45| 0.90
117.303750|-60.283611|07 49 12.9|-60 17 01| 5.78| 0.42
117.599583|-50.509722|07 50 23.9|-50 30 35| 5.91| 1.09
118.199583| -5.428056|07 52 47.9|-05 25 41| 5.76| 0.41
118.078750|-14.846389|07 52 18.9|-14 50 47| 5.69| 0.37
117.835417|-43.095556|07 51 20.5|-43 05 44| 6.32|-0.17
120.048750|+73.918056|08 00 11.7|+73 55 05| 5.41| 1.42
117.478333|-60.051111|07 49 54.8|-60 03 04| 6.72| 1.24
119.111667|+56.504444|07 56 26.8|+56 30 16| 6.72|
117.917917|-42.888333|07 51 40.3|-42 53 18| 6.04|-0.18
118.065417|-34.705278|07 52 15.7|-34 42 19| 5.01| 0.44
118.054167|-40.575833|07 52 13.0|-40 34 33| 3.73| 1.04
117.420833|-66.195833|07 49 41.0|-66 11 45| 5.79|-0.04
121.196250|+79.479722|08 04 47.1|+79 28 47| 5.42|-0.06
118.920000|+35.412778|07 55 40.8|+35 24 46| 6.23| 0.28
118.161250|-38.863056|07 52 38.7|-38 51 47| 4.49|-0.19
118.264583|-36.363889|07 53 03.5|-36 21 50| 5.43| 1.16
118.916250|+19.883889|07 55 39.9|+19 53 02| 5.35|-0.04
118.880833| +8.862778|07 55 31.4|+08 51 46| 5.86| 0.35
118.123750|-54.367222|07 52 29.7|-54 22 02| 5.70|-0.15
118.265417|-49.613056|07 53 03.7|-49 36 47| 4.63|-0.23
118.325833|-48.103056|07 53 18.2|-48 06 11| 4.24|-0.14
118.545833|-35.877500|07 54 11.0|-35 52 39| 5.49|-0.19
118.666250|-34.846944|07 54 39.9|-34 50 49| 6.15| 1.53
119.099583| +4.485833|07 56 23.9|+04 29 09| 6.17| 0.98
119.569167|+43.977500|07 58 16.6|+43 58 39| 6.34| 1.06
119.247500|+15.790278|07 56 59.4|+15 47 25| 5.78| 1.28
118.807083|-30.917500|07 55 13.7|-30 55 03| 6.44|
119.316250| +8.641389|07 57 15.9|+08 38 29| 6.05| 1.00
119.317500| +1.126944|07 57 16.2|+01 07 37| 6.35| 0.50
119.095000|-30.285278|07 56 22.8|-30 17 07| 6.33| 1.66
118.752083|-52.583056|07 55 00.5|-52 34 59| 6.38|-0.01
118.943750|-43.845000|07 55 46.5|-43 50 42| 6.02|-0.11
119.214583|-22.880000|07 56 51.5|-22 52 48| 4.20| 0.72
119.524167| +7.213611|07 58 05.8|+07 12 49| 6.41|-0.04
119.631250|+16.518611|07 58 31.5|+16 31 07| 5.99| 1.47
118.721667|-57.303056|07 54 53.2|-57 18 11| 5.63| 1.30
120.336250|+59.047500|08 01 20.7|+59 02 51| 5.77| 0.39
119.101250|-40.736389|07 56 24.3|-40 44 11| 6.78|-0.18
124.224167|+84.057778|08 16 53.8|+84 03 28| 6.49| 0.03
120.426667|+60.324444|08 01 42.4|+60 19 28| 6.01| 0.14
119.585833| +2.224722|07 58 20.6|+02 13 29| 5.29| 0.92
119.241250|-42.406111|07 56 57.9|-42 24 22| 6.09| 1.36
120.628333|+63.090278|08 02 30.8|+63 05 25| 6.40| 0.59
119.417083|-30.334722|07 57 40.1|-30 20 05| 4.79| 0.15
119.241250|-43.500278|07 56 57.9|-43 30 01| 5.35|-0.18
119.896250|+13.242222|07 59 35.1|+13 14 32| 6.02| 1.32
119.326667|-44.109722|07 57 18.4|-44 06 35| 5.09|-0.17
119.194583|-52.982222|07 56 46.7|-52 58 56| 3.47|-0.18
119.333333|-47.890278|07 57 20.0|-47 53 25| 6.22|-0.10
120.649167|+57.273611|08 02 35.8|+57 16 25| 6.49| 0.62
119.077500|-60.526389|07 56 18.6|-60 31 35| 5.74| 1.55
119.465833|-45.577778|07 57 51.8|-45 34 40| 5.17| 1.27
119.933750| -3.679722|07 59 44.1|-03 40 47| 4.93| 1.21
119.773750|-23.310556|07 59 05.7|-23 18 38| 5.11| 1.12
120.232917|+25.392778|08 00 55.9|+25 23 34| 5.83| 1.02
120.200000|+19.816111|08 00 48.0|+19 48 58| 6.25| 1.11
119.211250|-59.126389|07 56 50.7|-59 07 35| 6.25| 2.08
120.252917|+23.583056|08 01 00.7|+23 34 59| 6.34|
120.197083|+17.308611|08 00 47.3|+17 18 31| 5.55| 1.32
119.560000|-49.245000|07 58 14.4|-49 14 42| 4.41|-0.17
120.479583|+35.413056|08 01 55.1|+35 24 47| 6.34| 1.56
119.966667|-18.399167|07 59 52.0|-18 23 57| 4.61| 0.08
120.432500|+25.089722|08 01 43.8|+25 05 23| 6.31| 0.01
119.589167|-51.448611|07 58 21.4|-51 26 55| 6.44| 0.25
120.376250|+16.455278|08 01 30.3|+16 27 19| 5.99|-0.02
120.183750| -2.881667|08 00 44.1|-02 52 54| 6.51|-0.07
120.307500| +4.879722|08 01 13.8|+04 52 47| 5.65| 0.00
119.757500|-45.216111|07 59 01.8|-45 12 58| 5.99|-0.14
119.445417|-60.303333|07 57 46.9|-60 18 12| 5.60| 0.57
119.302083|-63.296944|07 57 12.5|-63 17 49| 6.14|-0.10
119.868333|-39.297222|07 59 28.4|-39 17 50| 5.24| 0.39
120.305417| -1.392500|08 01 13.3|-01 23 33| 4.68| 1.49
119.801250|-49.976667|07 59 12.3|-49 58 36| 6.32|
119.805833|-49.973611|07 59 13.4|-49 58 25| 6.34|
120.461250| +8.913889|08 01 50.7|+08 54 50| 6.22| 0.57
120.566250| +2.334444|08 02 15.9|+02 20 04| 4.39| 1.25
120.081667|-45.456944|08 00 19.6|-45 27 25| 6.61| 1.27
119.710417|-60.824444|07 58 50.5|-60 49 28| 5.81|-0.09
120.062083|-48.981389|08 00 14.9|-48 58 53| 6.02| 0.04
120.879583|+27.794167|08 03 31.1|+27 47 39| 4.94| 1.12
120.608333| -6.337222|08 02 26.0|-06 20 14| 6.33| 0.62
120.120417|-48.871389|08 00 28.9|-48 52 17| 6.12|-0.11
119.917500|-60.207500|07 59 40.2|-60 12 27| 6.33|-0.06
119.906667|-60.586944|07 59 37.6|-60 35 13| 5.17| 1.74
120.405833|-37.283611|08 01 37.4|-37 17 01| 5.95| 0.14
120.525833|-37.050556|08 02 06.2|-37 03 02| 6.34| 1.62
120.207917|-54.151389|08 00 49.9|-54 09 05| 5.87|-0.14
120.345417|-54.515000|08 01 22.9|-54 30 54| 6.10|-0.04
121.188333|+18.842222|08 04 45.2|+18 50 32| 6.15|-0.05
120.083333|-63.567500|08 00 20.0|-63 34 03| 4.82|-0.17
120.767083|-32.463889|08 03 04.1|-32 27 50| 5.82| 1.22
